analysis_date,period_start,period_end,total_measurements,mean_pm25_ugm3,median_pm25_ugm3,max_pm25_ugm3,days_analyzed,days_exceeding_who_24h,percent_exceeding_who,school_hours_mean_pm25,recommendations_count
2026-08-06,2022-01-01,2023-06-29,8301,37.83,27.0,857.0,373,346,92.8,33.67,6
