lat,lon,name
37.908267974853516,58.40818405151367,Name unknown
37.92496871948242,58.410125732421875,Perzent education centre
37.90141677856445,58.49702835083008,Sahypa Bilim merkezi
37.89779281616211,58.51854705810547,Name unknown
37.95399856567383,58.36152267456055,Name unknown
37.96425247192383,58.338375091552734,Name unknown
37.96985626220703,58.3377571105957,Name unknown
37.973636627197266,58.34138107299805,Name unknown
37.995399475097656,58.45796585083008,École française MLF Bouygues d'Ashgabat
37.88579559326172,58.48317337036133,Name unknown
37.885597229003906,58.48341751098633,Name unknown
37.9657096862793,58.327369689941406,Name unknown
37.96540451049805,58.434967041015625,22-nji orta mekdep
37.96591567993164,58.435035705566406,Школа 22
37.97618865966797,58.2570686340332,Secondary School No. 104
37.94026565551758,58.4375114440918,Школа 71
37.94923782348633,58.39223098754883,Name unknown
38.018638610839844,58.402000427246094,Средняя Школа 40
37.94334411621094,58.397884368896484,Secondary School No. 11
37.969337463378906,58.3212776184082,Secondary School No. 147
37.920677185058594,58.37961959838867,Name unknown
37.97568893432617,58.535552978515625,Secondary School No. 49
37.92441940307617,58.39873504638672,Secondary School No. 41
37.92157745361328,58.400699615478516,Secondary School No. 38
37.924312591552734,58.39487075805664,Secondary School No. 26
37.880149841308594,58.35803985595703,Ashgabat International School
37.94929122924805,58.35175704956055,Sports Boarding School
37.945316314697266,58.350372314453125,Secondary School No. 40
37.95633316040039,58.35588836669922,Secondary School No. 2
37.95469665527344,58.35425567626953,S.A. Niyazov School No. 20
37.897220611572266,58.34987258911133,Secondary School No. 90
37.89590835571289,58.35996627807617,School for Gifted Youth
37.8994140625,58.33955764770508,Name unknown
37.90241241455078,58.33102035522461,Secondary School No. 81
37.90949630737305,58.34234619140625,Secondary School No. 13
37.89289855957031,58.35917663574219,Secondary School No. 84
37.89139938354492,58.33184814453125,Annanyyaz Artyk School
37.91470718383789,58.33896255493164,Secondary School No. 76
37.955238342285156,58.40944290161133,Secondary School No. 5
37.92079544067383,58.41975021362305,Secondary School No. 36
37.920875549316406,58.42307662963867,Banking School
37.933658599853516,58.4056282043457,Turkmen-Turkish School
38.04893493652344,58.21601486206055,Name unknown
38.04582977294922,58.21590805053711,Name unknown
37.91513442993164,58.34937286376953,Secondary School No. 130
37.936336517333984,58.437076568603516,Mekdeb 71
37.90563201904297,58.384342193603516,Name unknown
37.95475387573242,58.38176345825195,Secondary School No. 39
37.95256805419922,58.358638763427734,Secondary School No. 3
37.91042709350586,58.36857223510742,Turkmen-Russian School
37.9152717590332,58.41669845581055,Secondary School No. 45
37.91515350341797,58.4339714050293,Secondary School No. 50
37.91340255737305,58.42811965942383,Secondary School No. 46
37.913414001464844,58.42978286743164,Secondary School No. 33
37.91896057128906,58.435001373291016,Secondary School No. 86
37.899559020996094,58.38224411010742,Secondary School No. 52
37.89950942993164,58.38642120361328,Secondary School No. 55
37.902957916259766,58.394046783447266,Secondary School No. 57
37.913475036621094,58.41357421875,Secondary School No. 27
37.95253372192383,58.40071105957031,School No. 23
37.91268539428711,58.40125274658203,Secondary School No. 42
37.91460037231445,58.40131759643555,Secondary School No. 31
37.908897399902344,58.41368865966797,Secondary School No. 69
37.914730072021484,58.3939323425293,Secondary School No. 56
37.936195373535156,58.42038345336914,Secondary School No. 35
37.921878814697266,58.409912109375,Secondary School No. 1
37.96120834350586,58.4010009765625,Specialized Secondary School No. 80
37.94825744628906,58.412109375,Name unknown
37.917476654052734,58.365966796875,Secondary School No. 37
37.892215728759766,58.39461135864258,Secondary School No. 79
37.89983367919922,58.393253326416016,School No. 60
37.88364028930664,58.39204025268555,Secondary School No. 83
37.91530990600586,58.41056823730469,Secondary School No. 44
37.96186447143555,58.435794830322266,Secondary School No. 78
37.987125396728516,58.3993034362793,Secondary School No. 66
37.95669174194336,58.39331817626953,Gurban Soltan Eje Secondary School
37.8984375,58.384342193603516,Secondary School No. 48
37.902435302734375,58.353084564208984,Name unknown
37.904720306396484,58.45880126953125,Name unknown
37.94972229003906,58.41364288330078,Secondary School No. 24
37.9462890625,58.385009765625,General Secondary School No. 7
37.921348571777344,58.38410186767578,Secondary School No. 17
37.892330169677734,58.49592971801758,Middle School No. 27
37.91810607910156,58.37770462036133,Young Olympians Preparatory School
37.91795349121094,58.37608337402344,Chess and Checkers School
37.98531723022461,58.40843963623047,Name unknown
37.878700256347656,58.360958099365234,Specialized Secondary School for Great Warriors' Descendants
37.902462005615234,58.48821258544922,Sports School
37.90241622924805,58.41915512084961,Secondary School No. 132
37.95869827270508,58.32564163208008,Secondary School No. 140
37.92866897583008,58.36621856689453,Secondary School No. 29
37.97701644897461,58.43204116821289,Secondary School No. 67
37.922401428222656,58.416351318359375,Secondary School No. 34
37.93264389038086,58.37106704711914,Secondary School No. 4
37.9014778137207,58.502037048339844,Secondary School No. 16
37.907371520996094,58.50669860839844,Secondary School No. 1
37.897789001464844,58.4190788269043,Secondary School No. 133
37.89863586425781,58.393280029296875,Secondary School No. 88
37.907623291015625,58.478660583496094,Name unknown
37.8860969543457,58.52317810058594,Name unknown
38.0044059753418,58.4062385559082,Secondary School No. 54
37.8944091796875,58.362213134765625,Secondary School No. 85
37.946563720703125,58.39921569824219,Secondary School No. 25
37.90354919433594,58.37010192871094,Secondary School No. 30
37.91367721557617,58.39391326904297,Secondary School No. 18
37.90746307373047,58.38437271118164,Name unknown
37.92103958129883,58.35283660888672,Secondary School No. 74
37.956642150878906,58.36838150024414,Secondary School No. 82
37.953392028808594,58.40773391723633,79-njy Çagalar bagy
37.89271926879883,58.40264129638672,Secondary School No. 135
37.89267349243164,58.409854888916016,Secondary School No. 134
37.88761520385742,58.407920837402344,Kindergarten-Day Care No. 174
37.88758850097656,58.409767150878906,Secondary School No. 136
38.00741958618164,58.39693069458008,Turkmengaz Central Educational Complex
37.97891616821289,58.32999801635742,Secondary School No. 144
37.976436614990234,58.32772445678711,Secondary School No. 143
37.943382263183594,58.35283660888672,Secondary School No. 131
38.02104949951172,58.26284408569336,Spiritual Children Secondary School
38.0258903503418,58.26292419433594,Secondary School No. 120
38.035545349121094,58.268951416015625,Secondary School No. 119
37.90229415893555,58.34653854370117,Biznes we Hukuk Mekdebi
38.0086784362793,58.30253982543945,Secondary School No. 41
37.9705924987793,58.345523834228516,Name unknown
37.9356689453125,58.284523010253906,Name unknown
37.96864700317383,58.331119537353516,Secondary School No. 61
37.96699142456055,58.33390426635742,Secondary School No. 116
37.9789924621582,58.25214385986328,Sport Mekdebi
37.979652404785156,58.252540588378906,Gokje Sport Mekdebi
37.98115158081055,58.25031661987305,Secondary School
37.98124313354492,58.24814224243164,Secondary School No. 103
37.9672966003418,58.21870422363281,Name unknown
37.95946502685547,58.20893478393555,Name unknown
37.93404769897461,58.23228454589844,Ýanbaş Mekdebi
38.02457809448242,58.240718841552734,Secondary School No. 102
37.88999557495117,58.3709716796875,Secondary School No. 49
37.96841812133789,58.23545837402344,Elementary Vocational School No. 8
37.95674133300781,58.35746765136719,Children's Artistic School
37.984275817871094,58.28843307495117,Secondary School No. 100
37.90766906738281,58.408416748046875,Secondary School No. 87
38.0247917175293,58.26432418823242,Secondary School No. 8
37.9383659362793,58.433128356933594,Nowçalar oýi
37.950904846191406,58.34379959106445,Agroindustrial Secondary Vocational School
37.90928649902344,58.41523742675781,Lyceum No. 7
37.96009826660156,58.38530731201172,Secondary School No. 21
