date,pm25_mean
2022-03-26,26.5
2022-03-27,33.458333333333336
2022-03-28,70.6
2022-03-29,29.63157894736842
2022-03-30,27.083333333333332
2022-03-31,28.625
2022-04-01,24.727272727272727
2022-04-02,32.541666666666664
2022-04-03,33.958333333333336
2022-04-04,29.833333333333332
2022-04-05,28.333333333333332
2022-04-06,28.958333333333332
2022-04-07,33.0
2022-04-08,33.541666666666664
2022-04-09,43.208333333333336
2022-04-10,46.875
2022-04-11,43.916666666666664
2022-04-12,45.291666666666664
2022-04-13,37.75
2022-04-14,34.708333333333336
2022-04-15,42.666666666666664
2022-04-21,38.888888888888886
2022-04-22,31.166666666666668
2022-04-23,27.80952380952381
2022-04-24,44.0
2022-04-26,32.142857142857146
2022-04-27,24.4
2022-04-28,29.157894736842106
2022-04-29,33.22727272727273
2022-04-30,32.5
2022-05-01,26.833333333333332
2022-05-02,30.708333333333332
2022-05-03,27.958333333333332
2022-05-04,21.916666666666668
2022-05-05,17.208333333333332
2022-05-06,26.083333333333332
2022-05-07,20.875
2022-05-08,25.416666666666668
2022-05-09,37.625
2022-05-10,22.625
2022-05-11,22.458333333333332
2022-05-12,27.0
2022-05-13,26.125
2022-05-14,25.083333333333332
2022-05-15,23.791666666666668
2022-05-16,30.375
2022-05-17,28.375
2022-05-18,28.958333333333332
2022-05-19,26.714285714285715
2022-05-20,29.791666666666668
2022-05-21,32.125
2022-05-22,18.25
2022-05-23,25.0
2022-05-24,34.30434782608695
2022-05-25,25.208333333333332
2022-05-26,43.791666666666664
2022-05-27,48.0
2022-05-28,18.58823529411765
2022-05-29,18.416666666666668
2022-05-30,26.772727272727273
2022-05-31,24.217391304347824
2022-06-01,29.17391304347826
2022-06-02,25.869565217391305
2022-06-03,22.666666666666668
2022-06-04,18.125
2022-06-05,22.166666666666668
2022-06-06,21.875
2022-06-07,24.333333333333332
2022-06-08,29.5
2022-06-09,30.375
2022-06-10,26.916666666666668
2022-06-11,22.545454545454547
2022-06-12,27.82608695652174
2022-06-13,30.363636363636363
2022-06-14,21.666666666666668
2022-06-15,26.5
2022-06-16,24.083333333333332
2022-06-17,20.434782608695652
2022-06-18,17.791666666666668
2022-06-19,25.954545454545453
2022-06-20,27.166666666666668
2022-06-21,23.666666666666668
2022-06-22,30.083333333333332
2022-06-23,23.625
2022-06-24,40.166666666666664
2022-06-25,36.95652173913044
2022-06-26,39.0
2022-06-27,30.133333333333333
2022-06-28,26.565217391304348
2022-06-29,35.75
2022-06-30,35.833333333333336
2022-07-01,16.952380952380953
2022-07-02,23.59090909090909
2022-07-03,24.208333333333332
2022-07-04,35.38095238095238
2022-07-05,19.666666666666668
2022-10-29,18.0
2022-10-30,13.125
2022-10-31,27.416666666666668
2022-11-01,34.166666666666664
2022-11-02,15.695652173913043
2022-11-03,24.75
2022-11-04,20.583333333333332
2022-11-05,28.458333333333332
2022-11-06,30.0
2022-11-07,13.625
2022-11-08,9.0
2022-11-09,29.333333333333332
2022-11-10,69.54166666666667
2022-11-11,71.0909090909091
2022-11-12,66.08333333333333
2022-11-13,73.16666666666667
2022-11-14,44.666666666666664
2022-11-15,39.875
2022-11-16,11.625
2022-11-17,18.333333333333332
2022-11-18,16.916666666666668
2022-11-19,27.041666666666668
2022-11-20,26.458333333333332
2022-11-21,37.75
2022-11-22,20.916666666666668
2022-11-23,7.6
2022-11-24,25.38888888888889
2022-11-25,59.13636363636363
2022-11-26,95.52173913043478
2022-11-27,75.33333333333333
2022-11-28,68.66666666666667
2022-11-29,57.708333333333336
2022-11-30,32.583333333333336
2022-12-01,14.181818181818182
2022-12-02,34.625
2022-12-07,86.44444444444444
2022-12-08,51.476190476190474
2022-12-09,49.72727272727273
2022-12-10,113.08333333333333
2022-12-11,137.70833333333334
2022-12-12,181.5
2022-12-13,113.95833333333333
2022-12-14,59.56521739130435
2022-12-15,45.083333333333336
2022-12-16,42.916666666666664
2022-12-17,102.0
2022-12-18,106.25
2022-12-19,101.16666666666667
2022-12-20,85.78260869565217
2022-12-21,63.583333333333336
2022-12-22,44.416666666666664
2022-12-23,50.75
2022-12-24,81.73684210526316
2022-12-25,117.875
2022-12-26,72.29166666666667
2022-12-27,47.875
2022-12-28,98.23809523809524
2022-12-29,56.333333333333336
2022-12-30,66.33333333333333
2022-12-31,60.666666666666664
2023-01-01,50.958333333333336
2023-01-02,47.041666666666664
2023-01-03,43.333333333333336
2023-01-04,18.208333333333332
2023-01-05,7.473684210526316
2023-01-06,31.458333333333332
2023-01-07,19.347826086956523
2023-01-08,27.75
2023-01-09,29.916666666666668
2023-01-10,18.75
2023-01-11,39.608695652173914
2023-01-16,152.47368421052633
2023-01-17,146.47826086956522
2023-01-18,135.41666666666666
2023-01-19,155.66666666666666
2023-01-20,119.26086956521739
2023-01-21,142.16666666666666
2023-01-22,288.8
2023-01-23,160.05263157894737
2023-01-24,162.45454545454547
2023-01-25,153.91666666666666
2023-01-26,174.875
2023-01-27,156.95652173913044
2023-01-28,86.5
2023-01-29,183.75
2023-01-30,100.83333333333333
2023-01-31,37.91304347826087
2023-02-01,18.125
2023-02-02,33.0
2023-02-14,39.526315789473685
2023-02-15,39.391304347826086
2023-02-16,42.6
2023-03-19,39.578947368421055
2023-03-20,38.38095238095238
2023-03-21,33.666666666666664
2023-03-22,33.291666666666664
2023-03-23,9.2
2023-03-24,24.526315789473685
2023-03-25,28.791666666666668
2023-03-26,37.166666666666664
2023-03-27,35.0
2023-03-28,18.130434782608695
2023-03-29,14.863636363636363
2023-03-30,20.708333333333332
2023-03-31,21.434782608695652
2023-04-01,33.85
2023-04-02,33.34782608695652
2023-04-03,30.5
2023-04-04,20.541666666666668
2023-04-05,11.041666666666666
2023-04-06,13.91304347826087
2023-04-07,33.42857142857143
2023-04-08,25.541666666666668
2023-04-09,16.5
2023-04-10,14.772727272727273
2023-04-11,16.75
2023-04-12,35.13636363636363
2023-04-13,12.681818181818182
2023-04-14,24.875
2023-04-15,15.608695652173912
2023-04-16,20.625
2023-04-17,13.958333333333334
2023-04-18,18.333333333333332
2023-04-19,18.608695652173914
2023-04-20,24.416666666666668
2023-04-21,32.458333333333336
2023-04-22,49.2
2023-04-23,17.105263157894736
2023-04-24,16.272727272727273
2023-04-26,113.77777777777777
2023-04-27,23.333333333333332
2023-04-28,17.541666666666668
2023-04-29,15.217391304347826
2023-04-30,16.25
2023-05-01,16.08695652173913
2023-05-02,22.5
2023-05-03,15.458333333333334
2023-05-04,17.0
2023-05-05,18.956521739130434
2023-05-06,24.869565217391305
2023-05-07,21.363636363636363
2023-05-08,17.333333333333332
2023-05-09,18.90909090909091
2023-05-10,31.666666666666668
2023-05-11,25.47826086956522
2023-05-12,26.916666666666668
2023-05-13,20.136363636363637
2023-05-14,19.083333333333332
2023-05-15,18.625
2023-05-16,34.916666666666664
2023-05-17,24.15
2023-05-18,20.285714285714285
2023-05-19,22.0
2023-05-20,25.0
2023-05-21,15.521739130434783
2023-05-22,10.588235294117647
2023-05-23,14.045454545454545
2023-05-24,13.916666666666666
2023-05-25,12.875
2023-05-26,19.181818181818183
2023-05-27,17.375
2023-05-28,13.083333333333334
2023-05-29,19.130434782608695
2023-05-30,21.958333333333332
2023-05-31,26.083333333333332
2023-06-01,21.608695652173914
2023-06-02,25.375
2023-06-03,21.958333333333332
2023-06-04,22.958333333333332
2023-06-05,13.791666666666666
2023-06-06,14.958333333333334
2023-06-07,15.956521739130435
2023-06-08,20.130434782608695
2023-06-09,24.347826086956523
2023-06-10,15.958333333333334
2023-06-11,57.125
2023-06-12,38.916666666666664
2023-06-13,26.333333333333332
2023-06-14,38.208333333333336
2023-06-15,40.72727272727273
2023-06-16,34.375
2023-06-17,32.541666666666664
2023-06-18,31.782608695652176
2023-06-19,32.916666666666664
2023-06-20,42.666666666666664
2023-06-21,29.041666666666668
2023-06-22,14.565217391304348
2023-06-23,11.041666666666666
2023-06-24,12.958333333333334
2023-06-25,14.826086956521738
2023-06-26,32.708333333333336
2023-06-27,26.125
2023-06-28,13.5
2023-06-29,13.958333333333334
