lat,lon,dist_m,nearroad_inc,outdoor_pm25,infiltration,indoor_pm25
41.22446,69.40610,302,0.67,38.6,0.65,25.1
41.27768,69.44768,193,1.38,39.3,0.65,25.5
41.25385,69.40303,385,0.38,38.3,0.8,30.6
41.19707,69.41647,1114,0.00,37.9,0.65,24.6
41.18341,69.35639,2188,0.00,37.9,0.8,30.3
41.15190,69.45075,1856,0.00,37.9,0.8,30.3
41.15271,69.42214,281,0.77,38.7,0.65,25.1
41.37124,69.38144,1229,0.00,37.9,0.8,30.3
41.36680,69.41246,276,0.79,38.7,0.8,31.0
41.39114,69.39886,2223,0.00,37.9,0.65,24.6
41.36677,69.44048,1183,0.00,37.9,0.65,24.6
41.34817,69.43183,2440,0.00,37.9,0.5,19.0
41.33302,69.40657,1054,0.00,37.9,0.8,30.3
41.40866,69.39549,4154,0.00,37.9,0.8,30.3
41.40708,69.30840,173,1.58,39.5,0.65,25.7
41.28964,69.39082,2587,0.00,37.9,0.8,30.3
41.36028,69.34431,391,0.37,38.3,0.65,24.9
41.18636,69.31763,338,0.53,38.4,0.8,30.7
41.15807,69.27219,623,0.08,38.0,0.8,30.4
41.18128,69.29631,499,0.18,38.1,0.8,30.5
41.14966,69.29273,2024,0.00,37.9,0.65,24.6
41.21620,69.32388,878,0.01,37.9,0.8,30.3
41.15469,69.24861,1246,0.00,37.9,0.8,30.3
41.18159,69.11066,1704,0.00,37.9,0.8,30.3
41.20712,69.10617,610,0.09,38.0,0.8,30.4
41.15976,69.11444,278,0.78,38.7,0.8,30.9
41.16203,69.18857,2111,0.00,37.9,0.65,24.6
41.16148,69.10773,715,0.04,37.9,0.8,30.4
41.40254,69.44426,2060,0.00,37.9,0.65,24.6
41.30720,69.24763,200,1.32,39.2,0.65,25.5
41.23752,69.17177,291,0.72,38.6,0.8,30.9
41.33901,69.26494,354,0.47,38.4,0.8,30.7
41.16854,69.21849,304,0.66,38.6,0.65,25.1
41.21257,69.19544,241,1.00,38.9,0.8,31.1
41.22361,69.18335,343,0.51,38.4,0.8,30.7
41.36945,69.21016,1198,0.00,37.9,0.5,19.0
41.36002,69.21915,522,0.15,38.1,0.5,19.0
41.29201,69.20364,430,0.28,38.2,0.65,24.8
41.32884,69.25691,419,0.31,38.2,0.8,30.6
41.28068,69.18765,394,0.36,38.3,0.65,24.9
41.39128,69.10351,6701,0.00,37.9,0.65,24.6
41.39824,69.11466,6455,0.00,37.9,0.8,30.3
41.39833,69.11991,6145,0.00,37.9,0.65,24.6
41.40885,69.14654,4565,0.00,37.9,0.8,30.3
41.41076,69.15568,3779,0.00,37.9,0.8,30.3
41.33512,69.24813,400,0.35,38.2,0.8,30.6
41.31361,69.28263,114,2.34,40.2,0.8,32.2
41.32959,69.22031,173,1.58,39.5,0.8,31.6
41.19993,69.22222,589,0.10,38.0,0.65,24.7
41.19813,69.21787,588,0.10,38.0,0.5,19.0
41.21873,69.18896,568,0.11,38.0,0.8,30.4
41.17237,69.20714,276,0.79,38.7,0.65,25.2
41.17000,69.12477,207,1.26,39.2,0.5,19.6
41.20612,69.12077,298,0.69,38.6,0.8,30.9
41.27966,69.10286,3660,0.00,37.9,0.8,30.3
41.30731,69.13721,1183,0.00,37.9,0.8,30.3
41.27211,69.14126,453,0.24,38.1,0.8,30.5
41.24079,69.36633,1270,0.00,37.9,0.65,24.6
41.38536,69.41349,1761,0.00,37.9,0.8,30.3
41.37721,69.43337,90,2.74,40.6,0.8,32.5
41.35658,69.35368,303,0.66,38.6,0.8,30.9
41.39960,69.36546,2924,0.00,37.9,0.8,30.3
41.41602,69.42606,4100,0.00,37.9,0.5,19.0
41.39871,69.33697,1928,0.00,37.9,0.8,30.3
41.41949,69.36660,1460,0.00,37.9,0.8,30.3
41.28737,69.42734,1782,0.00,37.9,0.8,30.3
41.22157,69.21670,478,0.21,38.1,0.8,30.5
41.37929,69.30494,546,0.13,38.0,0.8,30.4
41.35143,69.22481,175,1.56,39.5,0.8,31.6
41.35651,69.37348,223,1.13,39.0,0.8,31.2
41.26589,69.23059,78,2.97,40.9,0.8,32.7
41.32648,69.31822,247,0.96,38.9,0.65,25.3
41.34324,69.23270,199,1.33,39.2,0.65,25.5
41.29911,69.25540,471,0.22,38.1,0.65,24.8
41.26455,69.15287,453,0.24,38.1,0.65,24.8
41.27318,69.19522,621,0.08,38.0,0.65,24.7
41.36491,69.26260,1144,0.00,37.9,0.8,30.3
41.29303,69.18695,437,0.27,38.2,0.8,30.5
41.26675,69.23750,55,3.47,41.4,0.8,33.1
41.36551,69.19143,526,0.15,38.0,0.8,30.4
41.26164,69.15788,590,0.10,38.0,0.65,24.7
41.33505,69.36696,742,0.04,37.9,0.8,30.3
41.22248,69.21675,431,0.28,38.2,0.65,24.8
41.31726,69.31400,66,3.22,41.1,0.65,26.7
41.26650,69.31740,220,1.15,39.1,0.8,31.2
41.31997,69.22897,144,1.91,39.8,0.5,19.9
41.34272,69.38883,1007,0.01,37.9,0.8,30.3
41.22098,69.21750,446,0.26,38.2,0.65,24.8
41.25178,69.20195,274,0.80,38.7,0.8,31.0
41.28200,69.13842,773,0.03,37.9,0.8,30.3
41.30424,69.28791,79,2.95,40.9,0.8,32.7
41.29936,69.26529,196,1.35,39.3,0.8,31.4
41.27562,69.28940,1295,0.00,37.9,0.8,30.3
41.29346,69.27365,192,1.39,39.3,0.5,19.6
41.30808,69.29334,78,2.97,40.9,0.65,26.6
41.29195,69.26264,50,3.58,41.5,0.8,33.2
41.27700,69.17715,1277,0.00,37.9,0.8,30.3
41.29597,69.28345,60,3.35,41.3,0.8,33.0
41.32960,69.32436,350,0.48,38.4,0.8,30.7
41.29269,69.29936,63,3.29,41.2,0.5,20.6
41.29020,69.31857,1313,0.00,37.9,0.8,30.3
41.37698,69.31591,405,0.34,38.2,0.8,30.6
41.35749,69.28978,62,3.31,41.2,0.8,33.0
41.33036,69.27860,388,0.38,38.3,0.8,30.6
41.31100,69.29289,268,0.84,38.7,0.8,31.0
41.28705,69.16756,1102,0.00,37.9,0.65,24.6
41.31990,69.27691,216,1.18,39.1,0.65,25.4
41.35538,69.19116,620,0.08,38.0,0.5,19.0
41.35811,69.18423,768,0.03,37.9,0.65,24.7
41.28238,69.23681,91,2.73,40.6,0.8,32.5
41.28532,69.22110,326,0.57,38.5,0.65,25.0
41.32940,69.33687,465,0.23,38.1,0.5,19.1
41.19061,69.21089,1042,0.00,37.9,0.65,24.6
41.25955,69.25643,59,3.37,41.3,0.5,20.6
