way_id,seq,lat,lon,highway
22804674,4,41.2324286,69.3351214,trunk
22804674,5,41.2323186,69.3352239,trunk
22804674,6,41.2321996,69.3353203,trunk
22804674,7,41.2320839,69.3354034,trunk
22804674,8,41.231993,69.3354687,trunk
22804674,9,41.2317991,69.3355833,trunk
22804674,10,41.2316058,69.3356842,trunk
22804674,11,41.2314638,69.3357366,trunk
22804674,12,41.2312825,69.3357782,trunk
22804674,13,41.2311025,69.3358129,trunk
22804674,14,41.2305994,69.3358461,trunk
22804674,15,41.2293346,69.335886,trunk
22804674,16,41.2290998,69.335889,trunk
22804674,17,41.2289714,69.3358907,trunk
22804674,18,41.228732,69.3358696,trunk
22804681,0,41.2360304,69.3321534,trunk
22804681,1,41.2363815,69.3318712,trunk
22804681,2,41.2364738,69.3318045,trunk
22804681,3,41.2365653,69.3317479,trunk
22804681,4,41.2367563,69.3316421,trunk
22806151,0,41.2676095,69.3661363,trunk
22806151,1,41.26734,69.3661596,trunk
22806151,2,41.2671524,69.3661511,trunk
22806151,3,41.2670762,69.3661389,trunk
22806151,4,41.2669879,69.3661053,trunk
22806151,5,41.2666676,69.365908,trunk
22806151,6,41.2664005,69.3657263,trunk
22806151,7,41.2653297,69.3650213,trunk
22806151,8,41.2644952,69.3644522,trunk
22806151,9,41.2636543,69.3638597,trunk
22806308,0,41.2367238,69.3315482,trunk
22806308,1,41.236543,69.3316551,trunk
22806308,2,41.2364532,69.3317146,trunk
22806308,3,41.2363663,69.3317811,trunk
22806308,4,41.2359886,69.3320587,trunk
22813261,0,41.252928,69.160724,trunk
22813261,1,41.25344,69.1599534,trunk
22813261,2,41.2539059,69.159206,trunk
22813391,0,41.3449623,69.2865162,primary
22813391,1,41.3444661,69.2864179,primary
22813391,2,41.3430424,69.2861483,primary
22813391,3,41.3426203,69.2860672,primary
22813391,4,41.3423156,69.28601,primary
22813391,5,41.342265,69.2860003,primary
22813391,6,41.3421688,69.2859808,primary
22813391,7,41.3399849,69.2855757,primary
22813391,8,41.3398483,69.2855503,primary
22813391,9,41.3397358,69.2855293,primary
22813401,0,41.3449397,69.2867087,primary
22813401,1,41.3455937,69.28683,primary
22813408,0,41.3456165,69.2866357,primary
22813408,1,41.3452664,69.2865718,primary
22813408,2,41.3449623,69.2865162,primary
22813411,0,41.367467,69.2858116,primary
22813411,1,41.3674816,69.2857814,primary
22813411,2,41.3674957,69.2857481,primary
22813411,3,41.3675075,69.2857157,primary
22813411,4,41.3675178,69.2856821,primary
22813411,5,41.3675265,69.2856473,primary
22813411,6,41.3675325,69.2856112,primary
22813411,7,41.3675364,69.2855749,primary
22813411,8,41.3675382,69.2855388,primary
22813411,9,41.3675379,69.2855047,primary
22813507,0,41.312183,69.2808383,primary
22813507,1,41.3125438,69.2802628,primary
22813507,2,41.3125673,69.2802362,primary
22813507,3,41.3125941,69.2802147,primary
22813507,4,41.3126207,69.2802013,primary
22813507,5,41.3126499,69.2801917,primary
22813507,6,41.3127015,69.2801837,primary
22813507,7,41.3127565,69.2801814,primary
22813507,8,41.3128632,69.2801888,primary
22813507,9,41.3129708,69.2802114,primary
22813507,10,41.3146233,69.2805911,primary
22813507,11,41.3147906,69.2806295,primary
22813507,12,41.3150724,69.2806943,primary
22813563,0,41.3455937,69.28683,primary
22813563,1,41.3469933,69.287095,primary
