id,lat,lon
158712327,41.2471403,69.2245631
160319699,41.1981456,69.2096772
162711904,41.3144874,69.1067336
164850803,41.2689548,69.3182018
164886454,41.2822552,69.1665416
165561738,41.2529717,69.3405049
165561741,41.253606,69.3471926
165575333,41.2011535,69.2503483
166464580,41.247299,69.1559557
168232172,41.2687843,69.301311
171504792,41.2592339,69.2008181
171505200,41.2680117,69.174909
171506028,41.2610356,69.1572968
171980239,41.2352854,69.1909002
171990932,41.2188917,69.2161453
172117435,41.2708192,69.1584847
172152974,41.3068397,69.1891543
173119554,41.3023721,69.1846968
173225186,41.3549632,69.3025735
173225585,41.3520308,69.2984849
175194267,41.3084978,69.23549
175301755,41.3261145,69.2259872
175835728,41.2696074,69.2347089
176276357,41.3188891,69.3553297
176278013,41.2127498,69.2332537
176279146,41.2159858,69.2409188
178607726,41.2563935,69.3291808
179562308,41.2772458,69.3127989
179596231,41.3174192,69.29814
180524828,41.340226,69.3345543
180527295,41.3269102,69.3452335
180655721,41.33574,69.2183144
180954707,41.2880357,69.2600441
182260896,41.3541854,69.2378616
183315723,41.3761021,69.2869686
183817023,41.2072371,69.2165476
186030881,41.2596853,69.2116314
187657585,41.3417457,69.2005863
188564891,41.2576523,69.3760525
189628235,41.4173085,69.3123863
189823313,41.2855759,69.1999851
189907212,41.2002646,69.228526
190375439,41.3546603,69.3881779
190379515,41.3237679,69.3534822
191370578,41.2862743,69.1788502
193265313,41.2041131,69.1390339
201954409,41.2828071,69.1967697
202284555,41.3245941,69.2791343
202404856,41.3178405,69.32208
202769077,41.3345548,69.4394559
208900727,41.2267791,69.1248569
208900728,41.1900749,69.1353117
217768379,41.3666491,69.3238484
217833467,41.255852,69.4295432
219010422,41.3221419,69.162427
220229251,41.2271119,69.2107635
220476928,41.2475563,69.2878543
229128165,41.2781198,69.2874223
229243194,41.2470773,69.3142585
232650339,41.3205202,69.3471291
237073831,41.3650003,69.2759877
240502362,41.3134823,69.2031813
240958279,41.3178879,69.2343587
244282398,41.3572077,69.3266252
244282399,41.3507072,69.3169147
256808706,41.3699112,69.289609
260274422,41.3778186,69.2622745
265602190,41.264028,69.2117721
272749638,41.3492951,69.3428663
272981553,41.3510705,69.3451065
303743326,41.2686167,69.2501841
304768344,41.2385884,69.2553186
308020720,41.25701,69.3180366
318216607,41.2473131,69.2913329
322633832,41.3328463,69.2235367
327403377,41.2829816,69.3445672
327630072,41.2827357,69.1856948
331473262,41.2990268,69.3586419
334971337,41.2737386,69.2755367
334986140,41.3725654,69.2383646
334989139,41.3695991,69.299567
334989141,41.3915447,69.2525095
334989142,41.3705346,69.2832928
334989143,41.366995,69.2979155
334989144,41.3748711,69.3149516
334989145,41.3726927,69.2807303
335521003,41.3756916,69.3167587
335525843,41.3655391,69.3111585
335525844,41.3689042,69.3189573
335525848,41.3682348,69.2013171
335529491,41.2175025,69.2646202
335699120,41.3106896,69.1809751
335699711,41.3145204,69.1640081
335699712,41.3082476,69.1690075
336037467,41.2800996,69.1883094
