city,lat,lon,child_u20
Astana,51.17236,71.38546,281.9
Astana,51.19167,71.41270,309.9
Astana,51.14274,71.38513,290.1
Astana,51.16698,71.43245,311.4
Astana,51.15303,71.47531,317.9
Astana,51.19968,71.45423,253.1
Astana,51.15017,71.51772,242.4
Astana,51.16977,71.37930,272.7
Astana,51.19178,71.37954,300.6
Astana,51.13169,71.43472,317.8
Astana,51.19839,71.38860,303.9
Astana,51.11585,71.43755,306.5
Astana,51.09973,71.41463,267.6
Astana,51.12336,71.51985,295.8
Astana,51.15803,71.48476,306.4
Astana,51.18588,71.37747,300.8
Astana,51.19763,71.33694,271.2
Astana,51.13742,71.47652,296.9
Astana,51.15617,71.49332,294.9
Astana,51.15519,71.44155,315.3
Astana,51.16739,71.40478,309.9
Astana,51.12332,71.48328,280.8
Astana,51.12159,71.49506,288.1
Astana,51.16715,71.44510,309.2
Astana,51.11038,71.43501,306.5
Astana,51.18130,71.40218,311.5
Astana,51.12108,71.41693,291.8
Astana,51.16154,71.43896,309.2
Astana,51.19590,71.39892,304.7
Astana,51.15192,71.50357,271.9
Astana,51.12947,71.36517,269.5
Astana,51.19909,71.42656,296.1
Astana,51.09631,71.44012,299.9
Astana,51.15967,71.43124,320.2
Astana,51.17818,71.40770,299.1
Astana,51.17093,71.40177,310.2
Astana,51.18112,71.47205,307.6
Astana,51.11190,71.42863,282.9
Astana,51.18664,71.34469,272.2
Astana,51.19905,71.38207,301.8
Astana,51.16595,71.45646,319.1
Astana,51.18078,71.47192,307.6
Astana,51.16778,71.38470,288.6
Astana,51.17890,71.33917,290.5
Astana,51.16119,71.40697,309.9
Astana,51.12517,71.50307,287.7
Astana,51.12164,71.51968,295.8
Astana,51.12067,71.50700,291.7
Astana,51.16342,71.45582,319.1
Astana,51.07301,71.43717,222.8
Astana,51.12123,71.41708,291.8
Astana,51.14651,71.38377,284.7
Astana,51.26849,71.66224,55.4
Astana,51.16464,71.40249,303.8
Astana,51.13139,71.46230,311.6
Astana,51.11361,71.45932,305.3
Astana,51.11591,71.48959,317.3
Astana,51.19157,71.38040,300.6
Bishkek,42.92049,74.61681,80.0
Bishkek,42.83004,74.61588,819.4
Bishkek,42.81841,74.63083,111.4
Bishkek,42.91579,74.56968,83.5
Bishkek,42.93656,74.60596,123.5
Bishkek,42.93650,74.62521,90.0
Bishkek,42.92830,74.63204,87.5
Bishkek,42.88477,74.56292,4339.9
Bishkek,42.86338,74.47808,77.8
Bishkek,42.93750,74.58949,60.9
Bishkek,42.80383,74.55383,33.4
Bishkek,42.90655,74.61031,129.9
Bishkek,42.92367,74.59135,82.1
Bishkek,42.84131,74.51896,104.5
Bishkek,42.85285,74.50471,106.2
Bishkek,42.84883,74.58961,3766.3
Bishkek,42.88187,74.52615,86.7
Bishkek,42.84678,74.59586,3465.2
Bishkek,42.90778,74.63789,76.7
Bishkek,42.91742,74.63460,39.6
Bishkek,42.80919,74.70882,49.2
Bishkek,42.80780,74.65377,72.1
Bishkek,42.88491,74.65675,134.4
Bishkek,42.88123,74.67391,111.4
Bishkek,42.90606,74.67493,52.3
Bishkek,42.94623,74.70035,89.8
Bishkek,42.92988,74.65443,37.0
Bishkek,42.92282,74.57007,61.3
Bishkek,42.92567,74.60329,143.8
Bishkek,42.92567,74.60329,143.8
Bishkek,42.90203,74.55264,118.6
Bishkek,42.93109,74.57200,43.7
Bishkek,42.86860,74.72982,80.4
Bishkek,42.87313,74.71018,73.2
Bishkek,42.80385,74.74406,34.3
Bishkek,42.94052,74.72698,54.3
Bishkek,42.94460,74.48479,80.9
Bishkek,42.78063,74.45803,28.9
Bishkek,42.87504,74.46840,62.1
Bishkek,42.87809,74.48319,92.1
Bishkek,42.79458,74.51240,41.0
Bishkek,42.83490,74.52370,75.8
Bishkek,42.87183,74.54438,2960.9
Bishkek,42.87909,74.58537,3867.3
Bishkek,42.86453,74.56328,4015.0
Bishkek,42.87057,74.57362,4927.5
Bishkek,42.80601,74.55975,76.1
Bishkek,42.85437,74.54189,1470.6
Bishkek,42.82416,74.56194,140.2
Bishkek,42.86236,74.54470,3171.3
Bishkek,42.87187,74.55787,4315.3
Bishkek,42.81063,74.54867,53.6
Bishkek,42.84113,74.56395,3415.1
Bishkek,42.83448,74.56732,1124.9
Bishkek,42.86058,74.53767,327.1
Bishkek,42.81016,74.53503,59.9
Bishkek,42.87254,74.58020,4266.5
Bishkek,42.86846,74.58319,4086.9
Bishkek,42.85812,74.57863,4344.1
Bishkek,42.87942,74.57445,4986.4
Bishkek,42.87363,74.55785,4315.3
Bishkek,42.80000,74.50000,22.0
Bishkek,42.85058,74.53944,172.8
Bishkek,42.82047,74.54927,96.1
Bishkek,42.83315,74.56543,358.9
Bishkek,42.85144,74.57970,4322.6
Bishkek,42.81067,74.58283,56.0
Bishkek,42.87355,74.60809,3710.9
Bishkek,42.87801,74.54774,2960.9
Bishkek,42.89028,74.57063,3844.5
Bishkek,42.87695,74.53751,376.0
Bishkek,42.89079,74.54856,187.9
Bishkek,42.84593,74.59847,2912.0
Bishkek,42.89489,74.59206,3914.9
Bishkek,42.87597,74.60248,3552.0
Bishkek,42.84054,74.62698,324.0
Bishkek,42.88922,74.55627,2483.8
Bishkek,42.85856,74.60676,4661.9
Bishkek,42.85514,74.60406,4661.9
Bishkek,42.85698,74.60415,4661.9
Bishkek,42.84530,74.58171,3717.0
Bishkek,42.88945,74.55662,2483.8
Bishkek,42.85562,74.61523,4915.6
Bishkek,42.90438,74.59454,3077.0
Bishkek,42.83290,74.62675,124.1
Bishkek,42.83865,74.62645,324.0
Bishkek,42.84283,74.61150,3896.0
Bishkek,42.83784,74.62312,155.9
Bishkek,42.86824,74.60463,4117.3
Bishkek,42.85603,74.65524,60.0
Bishkek,42.85192,74.68576,104.7
Bishkek,42.85549,74.61259,4915.6
Bishkek,42.84940,74.61761,3866.9
Bishkek,42.82636,74.62260,130.0
Bishkek,42.84034,74.63857,120.1
Bishkek,42.81487,74.63586,85.1
Bishkek,42.85702,74.61343,4915.6
Bishkek,42.86058,74.60073,4661.9
Bishkek,42.87891,74.62155,4039.3
Bishkek,42.88620,74.60884,4180.8
Bishkek,42.88715,74.59190,3861.2
Bishkek,42.89069,74.60059,3993.2
Bishkek,42.88468,74.63785,425.2
Bishkek,42.86853,74.63333,2021.3
Bishkek,42.86968,74.62645,4070.6
Bishkek,42.87853,74.68697,138.8
Bishkek,42.86852,74.62204,4219.7
Bishkek,42.87275,74.64132,1602.1
Bishkek,42.86847,74.70020,81.3
Bishkek,42.88315,74.63616,425.2
Bishkek,42.88573,74.62358,4171.6
Bishkek,42.87881,74.68281,134.0
Bishkek,42.87167,74.61993,4039.3
Bishkek,42.85989,74.60872,4915.6
Bishkek,42.87118,74.61391,4210.2
Bishkek,42.86921,74.61982,4219.7
Bishkek,42.88499,74.61810,4171.6
Bishkek,42.87520,74.61657,4039.3
Bishkek,42.87876,74.66216,128.6
Bishkek,42.87888,74.66431,128.6
Bishkek,42.87650,74.55913,4915.1
Bishkek,42.87462,74.56976,4986.4
Bishkek,42.90414,74.59464,3077.0
Ashgabat,37.90827,58.40818,2957.8
Ashgabat,37.92497,58.41013,2630.8
Ashgabat,37.90142,58.49703,193.2
Ashgabat,37.89779,58.51855,147.1
Ashgabat,37.95400,58.36152,2248.8
Ashgabat,37.96425,58.33838,1682.7
Ashgabat,37.96986,58.33776,158.7
Ashgabat,37.97364,58.34138,158.7
Ashgabat,37.99540,58.45797,81.6
Ashgabat,37.88580,58.48317,127.8
Ashgabat,37.88560,58.48342,127.8
Ashgabat,37.96571,58.32737,143.6
Ashgabat,37.96540,58.43497,2758.0
Ashgabat,37.96592,58.43504,2680.8
Ashgabat,37.97619,58.25707,140.8
Ashgabat,37.94027,58.43751,2793.8
Ashgabat,37.94924,58.39223,2529.1
Ashgabat,38.01864,58.40200,168.6
Ashgabat,37.94334,58.39788,2494.2
Ashgabat,37.96934,58.32128,126.7
Ashgabat,37.92068,58.37962,2907.2
Ashgabat,37.97569,58.53555,41.2
Ashgabat,37.92442,58.39874,2771.0
Ashgabat,37.92158,58.40070,2759.4
Ashgabat,37.92431,58.39487,2771.0
Ashgabat,37.88015,58.35804,981.0
Ashgabat,37.94929,58.35176,2119.0
Ashgabat,37.94532,58.35037,2266.1
Ashgabat,37.95633,58.35589,2119.0
Ashgabat,37.95470,58.35426,2119.0
Ashgabat,37.89722,58.34987,2382.5
Ashgabat,37.89591,58.35997,2549.3
Ashgabat,37.89941,58.33956,2724.1
Ashgabat,37.90241,58.33102,2448.7
Ashgabat,37.90950,58.34235,2781.3
Ashgabat,37.89290,58.35918,2549.3
Ashgabat,37.89140,58.33185,2140.6
Ashgabat,37.91471,58.33896,2768.1
Ashgabat,37.95524,58.40944,2934.5
Ashgabat,37.92080,58.41975,2693.1
Ashgabat,37.92088,58.42308,2693.1
Ashgabat,37.93366,58.40563,2618.7
Ashgabat,38.04893,58.21601,162.8
Ashgabat,38.04583,58.21591,162.8
Ashgabat,37.91513,58.34937,2781.3
Ashgabat,37.93634,58.43708,2793.8
Ashgabat,37.90563,58.38434,2976.0
Ashgabat,37.95475,58.38176,2334.7
Ashgabat,37.95257,58.35864,2119.0
Ashgabat,37.91043,58.36857,2829.2
Ashgabat,37.91527,58.41670,2980.3
Ashgabat,37.91515,58.43397,3039.7
Ashgabat,37.91340,58.42812,2975.5
Ashgabat,37.91341,58.42978,2975.5
Ashgabat,37.91896,58.43500,2966.0
Ashgabat,37.89956,58.38224,2812.2
Ashgabat,37.89951,58.38642,2976.0
Ashgabat,37.90296,58.39405,3035.5
Ashgabat,37.91348,58.41357,2980.3
Ashgabat,37.95253,58.40071,2783.8
Ashgabat,37.91269,58.40125,2957.8
Ashgabat,37.91460,58.40132,2957.8
Ashgabat,37.90890,58.41369,2980.3
Ashgabat,37.91473,58.39393,2925.3
Ashgabat,37.93620,58.42038,2784.4
Ashgabat,37.92188,58.40991,2738.2
Ashgabat,37.96121,58.40100,2928.2
Ashgabat,37.94826,58.41211,2862.8
Ashgabat,37.91748,58.36597,2982.3
Ashgabat,37.89222,58.39461,2961.2
Ashgabat,37.89983,58.39325,3035.5
Ashgabat,37.88364,58.39204,2521.6
Ashgabat,37.91531,58.41057,2980.3
Ashgabat,37.96186,58.43579,2758.0
Ashgabat,37.98713,58.39930,2856.5
Ashgabat,37.95669,58.39332,2641.6
Ashgabat,37.89844,58.38434,2768.4
Ashgabat,37.90244,58.35308,2591.0
Ashgabat,37.90472,58.45880,246.0
Ashgabat,37.94972,58.41364,2934.5
Ashgabat,37.94629,58.38501,2305.4
Ashgabat,37.92135,58.38410,2781.5
Ashgabat,37.89233,58.49593,182.7
Ashgabat,37.91811,58.37770,2907.2
Ashgabat,37.91795,58.37608,2907.2
Ashgabat,37.98532,58.40844,2300.2
Ashgabat,37.87870,58.36096,1978.6
Ashgabat,37.90246,58.48821,199.8
Ashgabat,37.90242,58.41916,3033.0
Ashgabat,37.95870,58.32564,1575.4
Ashgabat,37.92867,58.36622,2950.0
Ashgabat,37.97702,58.43204,209.9
Ashgabat,37.92240,58.41635,2738.2
Ashgabat,37.93264,58.37107,2773.0
Ashgabat,37.90148,58.50204,196.2
Ashgabat,37.90737,58.50670,192.6
Ashgabat,37.89779,58.41908,2581.0
Ashgabat,37.89864,58.39328,2961.2
Ashgabat,37.90762,58.47866,208.5
Ashgabat,37.88610,58.52318,151.9
Ashgabat,38.00441,58.40624,200.7
Ashgabat,37.89441,58.36221,2549.3
Ashgabat,37.94656,58.39922,2494.2
Ashgabat,37.90355,58.37010,2789.1
Ashgabat,37.91368,58.39391,2925.3
Ashgabat,37.90746,58.38437,2911.2
Ashgabat,37.92104,58.35284,2927.7
Ashgabat,37.95664,58.36838,2274.3
Ashgabat,37.95339,58.40773,2783.8
Ashgabat,37.89272,58.40264,2879.1
Ashgabat,37.89267,58.40985,2808.7
Ashgabat,37.88762,58.40792,2380.7
Ashgabat,37.88759,58.40977,1860.4
Ashgabat,38.00742,58.39693,177.2
Ashgabat,37.97892,58.33000,144.4
Ashgabat,37.97644,58.32772,144.4
Ashgabat,37.94338,58.35284,2424.9
Ashgabat,38.02105,58.26284,157.3
Ashgabat,38.02589,58.26292,173.6
Ashgabat,38.03555,58.26895,165.7
Ashgabat,37.90229,58.34654,2651.1
Ashgabat,38.00868,58.30254,197.0
Ashgabat,37.97059,58.34552,1132.3
Ashgabat,37.93567,58.28452,147.3
Ashgabat,37.96865,58.33112,143.6
Ashgabat,37.96699,58.33390,143.6
Ashgabat,37.97899,58.25214,140.8
Ashgabat,37.97965,58.25254,140.8
Ashgabat,37.98115,58.25032,144.0
Ashgabat,37.98124,58.24814,144.0
Ashgabat,37.96730,58.21870,143.4
Ashgabat,37.95947,58.20893,158.6
Ashgabat,37.93405,58.23228,98.2
Ashgabat,38.02458,58.24072,141.6
Ashgabat,37.89000,58.37097,2478.0
Ashgabat,37.96842,58.23546,132.7
Ashgabat,37.95674,58.35747,2119.0
Ashgabat,37.98428,58.28843,146.4
Ashgabat,37.90767,58.40842,2957.8
Ashgabat,38.02479,58.26432,173.6
Ashgabat,37.93837,58.43313,2755.9
Ashgabat,37.95090,58.34380,2062.3
Ashgabat,37.90929,58.41524,2980.3
Ashgabat,37.96010,58.38531,2669.4
Dushanbe,38.56093,68.79782,5644.1
Dushanbe,38.51488,68.75688,1334.2
Dushanbe,38.56126,68.74240,6499.6
Dushanbe,38.56068,68.74289,6499.6
Dushanbe,38.55523,68.75052,6313.8
Dushanbe,38.56054,68.80235,5644.1
Dushanbe,38.53609,68.75871,6353.4
Dushanbe,38.56556,68.78707,6205.4
Dushanbe,38.54770,68.76122,6256.7
Dushanbe,38.57606,68.79220,7306.0
Dushanbe,38.57431,68.79099,6867.9
Dushanbe,38.58278,68.71164,824.0
Dushanbe,38.58640,68.72625,978.0
Dushanbe,38.58758,68.72293,978.0
Dushanbe,38.56461,68.79392,6205.4
Dushanbe,38.56589,68.79872,5644.1
Dushanbe,38.57192,68.79404,6867.9
Dushanbe,38.57766,68.73024,2748.5
Dushanbe,38.55504,68.84841,595.9
Dushanbe,38.53794,68.75152,6463.8
Dushanbe,38.58647,68.72646,978.0
Dushanbe,38.58805,68.78381,6606.8
Dushanbe,38.60482,68.78727,841.8
Dushanbe,38.60744,68.78452,976.6
Dushanbe,38.59033,68.79007,6588.6
Dushanbe,38.58807,68.79622,2990.5
Dushanbe,38.57970,68.79635,5724.7
Dushanbe,38.58795,68.74588,5000.8
Dushanbe,38.56295,68.74074,6499.6
Dushanbe,38.57782,68.73371,2748.5
Dushanbe,38.56045,68.82091,635.2
Dushanbe,38.55856,68.79597,4424.2
Dushanbe,38.55838,68.79751,4424.2
Dushanbe,38.58117,68.79389,7306.0
Dushanbe,38.50888,68.73517,740.7
Dushanbe,38.53151,68.74791,4505.8
Dushanbe,38.52790,68.76503,6497.5
Dushanbe,38.52968,68.76644,6497.5
Dushanbe,38.53021,68.76508,6497.5
Dushanbe,38.52975,68.74989,4505.8
Dushanbe,38.56585,68.82243,635.2
Dushanbe,38.58007,68.74789,4476.6
Dushanbe,38.57116,68.73007,4988.7
Dushanbe,38.56884,68.80642,5100.2
Dushanbe,38.56826,68.75896,5780.5
Dushanbe,38.57986,68.74794,4476.6
Dushanbe,38.60895,68.78537,1033.9
Dushanbe,38.56928,68.76188,5270.3
Dushanbe,38.56980,68.75083,5784.9
Dushanbe,38.57377,68.80260,6344.6
Dushanbe,38.57435,68.75555,5780.5
Dushanbe,38.57595,68.79195,7306.0
Dushanbe,38.55165,68.81610,2985.8
Dushanbe,38.59498,68.78559,2393.3
Dushanbe,38.52824,68.72007,948.9
Dushanbe,38.53594,68.74366,6088.6
Dushanbe,38.52054,68.73064,628.4
Dushanbe,38.57200,68.72266,1437.4
Dushanbe,38.56052,68.72455,2679.6
Dushanbe,38.60908,68.79008,469.1
Dushanbe,38.57214,68.79960,6344.6
Dushanbe,38.56014,68.76641,5721.1
Dushanbe,38.56326,68.79670,5644.1
Dushanbe,38.58432,68.74658,5000.8
Dushanbe,38.58005,68.79347,7306.0
Dushanbe,38.57819,68.79903,5724.7
Dushanbe,38.57573,68.80042,5724.7
Dushanbe,38.57199,68.79503,6344.6
Dushanbe,38.56323,68.82994,415.3
Dushanbe,38.56782,68.83072,314.7
Dushanbe,38.56516,68.80093,5644.1
Dushanbe,38.56484,68.81524,3323.8
Dushanbe,38.58280,68.78365,6163.0
Dushanbe,38.52387,68.75362,1317.0
Dushanbe,38.51557,68.75008,1085.4
Dushanbe,38.51587,68.74858,1085.4
Dushanbe,38.51489,68.74840,1085.4
Dushanbe,38.51397,68.74895,1085.4
Dushanbe,38.52050,68.74195,1178.3
Dushanbe,38.52308,68.74624,801.8
Dushanbe,38.52142,68.76969,1891.5
Dushanbe,38.52025,68.76806,1891.5
Dushanbe,38.52087,68.76586,1891.5
Dushanbe,38.51444,68.76569,1053.7
Dushanbe,38.51569,68.76727,1053.7
Dushanbe,38.58476,68.72037,978.0
Dushanbe,38.58401,68.71656,724.8
Dushanbe,38.58772,68.73595,1098.5
Dushanbe,38.58805,68.72319,978.0
Dushanbe,38.59588,68.75174,1135.7
Dushanbe,38.52780,68.76657,6497.5
Dushanbe,38.52845,68.76629,6497.5
Dushanbe,38.52867,68.76569,6497.5
Dushanbe,38.56137,68.76371,5721.1
Dushanbe,38.56178,68.75246,6030.5
Dushanbe,38.55613,68.74431,6109.3
Dushanbe,38.55390,68.74479,6109.3
Dushanbe,38.57269,68.79033,6867.9
Dushanbe,38.58223,68.78453,6163.0
Dushanbe,38.52253,68.76683,1891.5
Dushanbe,38.58767,68.74578,5000.8
Dushanbe,38.52338,68.76500,1891.5
Dushanbe,38.52017,68.76781,1891.5
Dushanbe,38.58532,68.75648,4601.8
Dushanbe,38.51591,68.74856,1085.4
Dushanbe,38.51553,68.75017,1085.4
Dushanbe,38.51981,68.76500,1891.5
Dushanbe,38.56367,68.74467,6499.6
Dushanbe,38.58049,68.74563,4476.6
Dushanbe,38.58033,68.74540,4476.6
Dushanbe,38.58042,68.74743,4476.6
Dushanbe,38.58062,68.74544,4476.6
Dushanbe,38.56650,68.75716,6711.8
Dushanbe,38.56333,68.76255,5721.1
Dushanbe,38.56341,68.76238,5721.1
Dushanbe,38.58766,68.73163,1098.5
Dushanbe,38.52993,68.76490,6497.5
Dushanbe,38.53180,68.76495,6497.5
Dushanbe,38.52605,68.76509,6497.5
Dushanbe,38.52791,68.76502,6497.5
Dushanbe,38.59202,68.77865,2393.3
Dushanbe,38.57242,68.75050,5784.9
Dushanbe,38.59286,68.75348,1605.6
Dushanbe,38.60340,68.78624,976.6
Dushanbe,38.60512,68.78735,841.8
Dushanbe,38.55466,68.76793,5279.7
Dushanbe,38.57098,68.73791,5534.5
Dushanbe,38.57065,68.73690,5534.5
Dushanbe,38.57047,68.73790,5534.5
Dushanbe,38.61700,68.78224,1033.9
Dushanbe,38.57129,68.72700,1437.4
Dushanbe,38.53004,68.74617,4505.8
Dushanbe,38.51375,68.74897,1085.4
Dushanbe,38.51569,68.76763,1053.7
Dushanbe,38.51527,68.73901,1140.8
Dushanbe,38.56702,68.75891,5780.5
Dushanbe,38.55011,68.79916,3012.4
Dushanbe,38.54023,68.79976,2496.6
Dushanbe,38.59212,68.75058,1135.7
Dushanbe,38.53107,68.75761,6857.7
Dushanbe,38.55970,68.75727,6711.8
Dushanbe,38.51175,68.73788,1140.8
Dushanbe,38.57988,68.73773,5178.0
Dushanbe,38.55251,68.77293,4909.6
Dushanbe,38.58392,68.71653,724.8
Dushanbe,38.58468,68.72066,978.0
Dushanbe,38.56525,68.78339,6946.2
Dushanbe,38.59410,68.75483,1605.6
Dushanbe,38.58770,68.73682,2951.3
Dushanbe,38.58898,68.73763,2951.3
Dushanbe,38.51410,68.76606,1053.7
Dushanbe,38.52114,68.75240,801.8
Dushanbe,38.52137,68.75228,801.8
Dushanbe,38.52067,68.74219,1178.3
Dushanbe,38.52806,68.76665,6497.5
Dushanbe,38.52083,68.76549,1891.5
Dushanbe,38.54938,68.74461,6215.5
Dushanbe,38.56074,68.75970,6711.8
Dushanbe,38.57279,68.73313,4988.7
Dushanbe,38.55247,68.84532,595.9
Dushanbe,38.52092,68.75264,801.8
Dushanbe,38.59539,68.78549,2393.3
Dushanbe,38.55437,68.76801,5279.7
Dushanbe,38.55487,68.76775,5279.7
Dushanbe,38.58785,68.73119,1098.5
Dushanbe,38.56106,68.79736,5644.1
Dushanbe,38.57890,68.74449,5178.0
Dushanbe,38.58968,68.77873,6606.8
Dushanbe,38.50559,68.74151,937.9
Dushanbe,38.55502,68.75265,6313.8
Dushanbe,38.53632,68.74377,6088.6
Dushanbe,38.56072,68.72497,2679.6
Dushanbe,38.57681,68.73516,2748.5
Dushanbe,38.57618,68.73417,2748.5
Dushanbe,38.57603,68.73365,2748.5
Dushanbe,38.51547,68.74936,1085.4
Dushanbe,38.51494,68.74877,1085.4
Dushanbe,38.56436,68.81414,3323.8
