population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,3,YLDs (Years Lived with Disability),39,Tajikistan,3,Both,158,<20 years,520,Other chronic respiratory diseases,2,Percent,2021,0.0006198558720642,0.0009059328103643,0.0003780986627979
1,All Population,3,YLDs (Years Lived with Disability),39,Tajikistan,3,Both,158,<20 years,520,Other chronic respiratory diseases,3,Rate,2021,2.91404244816,4.2520785206600005,1.8258998549699998
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,508,Chronic respiratory diseases,1,Number,2021,2806.348740295487,4111.731406037548,1854.1626196215268
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,508,Chronic respiratory diseases,2,Percent,2021,0.0179129999452397,0.0247740964397083,0.0126916289380131
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,508,Chronic respiratory diseases,3,Rate,2021,90.34811779146,132.37385221070002,59.69325920073
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,1,Number,2021,208.0345602521465,323.64167897753725,118.27943539969908
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,2,Percent,2021,0.0013406382369777,0.0020929749075386,0.0007284701838496
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,3,Rate,2021,6.69750365822,10.41938092534,3.8079103314400005
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,510,Pneumoconiosis,1,Number,2021,0.0733099077085164,0.224491498533512,0.0123541881715308
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,510,Pneumoconiosis,2,Percent,2021,4.699504773e-07,1.3258692225e-06,7.92128829e-08
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,510,Pneumoconiosis,3,Rate,2021,0.00236015292,0.00722732142,0.00039773305
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,515,Asthma,1,Number,2021,2514.5653910179653,3810.528375937667,1577.629060378664
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,515,Asthma,2,Percent,2021,0.0160326773670064,0.0229922036287961,0.0107197460152516
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,515,Asthma,3,Rate,2021,80.95438990883001,122.67686535661,50.790485919190004
